name,openset
samplenew3_00025394,"[firm, confident, affirmative, supportive]"
samplenew3_00041842,"[enthusiastic, passionate, positive, friendly]"
samplenew3_00111222,"[angry, disappointed]"
samplenew3_00094701,"[sadness, distress, nostalgia]"
samplenew3_00041843,"[depression, helplessness, anxiety]"
samplenew3_00108474,"[pride, satisfaction, joy]"
samplenew3_00111227,"[anger, anxiety, irritability]"
samplenew3_00058035,"[assertive, blaming, dissatisfaction, misunderstanding, negative]"
samplenew3_00074551,"[anxious, angry, frustrated]"
samplenew3_00112579,"[angry, dissatisfied, anxious, concerned]"
samplenew3_00041847,"[uncertain, confused, anxious]"
samplenew3_00041848,"[satisfied, supportive, positive]"
samplenew3_00111231,"[serious, concerned]"
samplenew3_00094709,"[excited, driven, passionate, energetic]"
samplenew3_00041849,[]
samplenew3_00074553,"[supportive, encouraging]"
samplenew3_00058041,"[tension, stress, seriousness, focus]"
samplenew3_00074556,"[serious, focused, anticipatory, excited]"
samplenew3_00025400,"[sadness, disappointment]"
samplenew3_00111235,"[anger, dissatisfaction]"
samplenew3_00058044,"[helpless, hopeless, contemplative, reflective]"
samplenew3_00041853,"[friendly, cheerful, positive]"
samplenew3_00012586,"[anger, dissatisfaction]"
samplenew3_00094713,"[gratitude, relief, stress-release]"
samplenew3_00094715,"[frustration, annoyance, dissatisfaction, weariness, stress, unhappiness]"
samplenew3_00111241,"[disappointment, frustration, anger]"
samplenew3_00058049,"[anticipatory, hopeful, conflicted, contemplative]"
samplenew3_00012590,"[urgent, impatient, negative]"
samplenew3_00041855,"[frustration, disappointment, anger, determination, gloom, helplessness]"
samplenew3_00025404,"[interest, excitement, fear, anxiety, anger, dissatisfaction, distress]"
samplenew3_00108586,"[controlled tension, stress, challenges]"
samplenew3_00025405,"[joyful, playful, teasing]"
samplenew3_00041857,"[pressure, worry, anxiety, disagreement, misunderstanding]"
samplenew3_00094720,"[concerned, anxious, tense, fearful]"
samplenew3_00111244,"[anger, frustration, anxiety]"
samplenew3_00012599,"[commanding, warning, excited]"
samplenew3_00025411,"[admiration, respect, joy, humor]"
samplenew3_00112591,"[surprise, contemplation, confidence, determination, fear, anxiety, stress, regret, self-blame]"
samplenew3_00074565,"[tense, hurried, stressed, pressing, circumstances, tension, anxiety]"
samplenew3_00012605,"[tense, uneasy]"
samplenew3_00108660,"[angry, frustrated, dissatisfied]"
samplenew3_00012606,"[anger, frustration, hostility]"
samplenew3_00074568,"[appreciation, encouragement, positivity]"
samplenew3_00094735,"[admiration, appreciation, affirmation, intelligence, capabilities, strong emotion, focused attitude]"
samplenew3_00041867,"[contemplative, reflective, concerned, confused]"
samplenew3_00012611,[angry]
samplenew3_00074569,"[anger, frustration, sadness, concern, protective]"
samplenew3_00111256,"[anticipation, nervousness, anxiety, excitement]"
samplenew3_00094736,"[satisfaction, optimism]"
samplenew3_00108753,"[tense, significant, self-blame, sense of responsibility]"
samplenew3_00111257,"[excited, optimistic, positive, confident]"
samplenew3_00074570,"[tension, anxiety, irritability, uncertainty, hesitation]"
samplenew3_00041870,"[curious, humorous, positive]"
samplenew3_00108777,"[warm, intimate, caring, affectionate]"
samplenew3_00058065,"[concern, sadness, anger]"
samplenew3_00112600,"[joyful, curious, engaged, calm, restrained, confident, humorous, teasing, playful, casual]"
samplenew3_00112619,"[anticipation, excitement, anxiety]"
samplenew3_00111259,"[indifferent, apathetic]"
samplenew3_00108784,"[praise, appreciation, recognition, admiration, objective, complimentary, calm, controlled, neutral]"
samplenew3_00058066,"[excited, enthusiastic, admiring]"
samplenew3_00111260,"[suppressed, anxious, tense, stressed]"
samplenew3_00074572,"[busy, under stress, resignation, weariness]"
samplenew3_00025421,"[hesitation, doubt, concern]"
samplenew3_00112610,"[heavy, sorrowful, anxious, concern, worry]"
samplenew3_00111261,[]
samplenew3_00058070,"[happy, satisfied, concerned, good will]"
samplenew3_00094745,"[confident, authoritative, anxious, encouraging, motivating, positive]"
samplenew3_00108843,"[gratitude, admiration]"
samplenew3_00058072,"[sadness, anger, frustration, stress]"
samplenew3_00108865,"[tension, excitement]"
samplenew3_00074574,"[anger, frustration, dissatisfaction, unhappiness]"
samplenew3_00012629,"[positive, friendly, appreciative]"
samplenew3_00058073,"[dissatisfaction, complaint, frustration, annoyance, discontent]"
samplenew3_00012631,"[appreciation, admiration, positive sentiment]"
samplenew3_00012636,"[challenge, criticism, doubt, dissatisfaction]"
samplenew3_00012637,"[responsibility, determination, anxiety, tension]"
samplenew3_00012638,"[resignation, helplessness, melancholy, inevitability, regret]"
samplenew3_00041887,"[gratitude, admiration, thankfulness, contentment]"
samplenew3_00074581,"[worried, concerned]"
samplenew3_00094756,"[sensitive, solemn, anxious, concerned, attentive]"
samplenew3_00108925,"[anger, frustration, anxiety, pressure]"
samplenew3_00041888,"[skepticism, uncertainty, disappointment]"
samplenew3_00025431,"[excited, enthusiastic, happiness, excitement]"
samplenew3_00074585,"[dissatisfaction, anger, sadness]"
samplenew3_00025432,"[anxious, tense, angry]"
samplenew3_00012644,"[anger, dissatisfaction, disappointment, unhappiness]"
samplenew3_00094759,"[anticipation, excitement]"
samplenew3_00041891,"[weariness, disinterest]"
samplenew3_00058085,"[mockery, challenge, anger, frustration]"
samplenew3_00108974,"[determination, effort, seriousness, focus, encouragement]"
samplenew3_00025433,"[appreciative, admiring, satisfied]"
samplenew3_00108982,"[ curious, surprised ]"
samplenew3_00112630,"[stressed, uneasy, anxious]"
samplenew3_00112641,"[anxiety, frustration, anger]"
samplenew3_00058086,"[cool, objective, observant, joyful]"
samplenew3_00025435,"[helplessness, confusion, anger, sorrow, overwhelmed, pressure]"
samplenew3_00109000,"[derogatory, mocking]"
samplenew3_00094763,"[worry, concern, stress, anxiety]"
samplenew3_00074593,"[anger, frustration, dissatisfaction, criticism]"
samplenew3_00041895,"[frustration, dissatisfaction]"
samplenew3_00111282,"[enthusiastic, excited, positive]"
samplenew3_00094764,"[urgent, emotional, pleading, protective]"
samplenew3_00109033,"[admiration, respect, excitement, enthusiasm]"
samplenew3_00041898,[]
samplenew3_00012658,"[anticipation, excitement, positive mood]"
samplenew3_00074596,"[encouraging, anticipatory, confident]"
samplenew3_00041899,"[excitement, agitation, surprise, pleased, happy]"
samplenew3_00112650,"[frustration, disappointment, dejection]"
samplenew3_00111290,"[playful, teasing, positive]"
samplenew3_00111291,"[positive, friendly]"
samplenew3_00012660,"[confidence, determination]"
samplenew3_00074598,"[optimistic, supportive, encouraging, confident, positive]"
samplenew3_00109065,"[excited, surprised, concerned]"
samplenew3_00109068,"[frustration, anxiety]"
samplenew3_00025446,"[shock, disbelief, anger, frustration, anxiety, tension]"
samplenew3_00111294,"[surprised, appreciative, astonished]"
samplenew3_00109076,"[depressed, deep thought, negative, challenging, dissatisfaction]"
samplenew3_00074600,"[positive, praise, excitement, enthusiasm, anxiety, contemplation, thoughtfulness]"
samplenew3_00041903,"[admiration, encouragement, excitement, satisfaction]"
samplenew3_00025449,"[excited, nervous, joyful, entertained, positive, energetic]"
samplenew3_00094777,"[passion, enthusiasm, dedication, seriousness]"
samplenew3_00111296,"[rational, objective, calm, professional]"
samplenew3_00012672,"[energetic, positive, concentrated]"
samplenew3_00112678,"[anger, disappointment]"
samplenew3_00111298,[angry]
samplenew3_00025453,"[uneasy, positive, significant, pressing]"
samplenew3_00109179,"[anger, frustration, dissatisfaction]"
samplenew3_00012675,"[fear, anxiety, despair]"
samplenew3_00094781,"[urgency, intensity, importance, excitement, curiosity, satisfaction, gratitude]"
samplenew3_00058106,"[cheerful, humorous, playful]"
samplenew3_00012678,"[happy, sense of humor, joy]"
samplenew3_00041911,"[responsibility, familial sentiment, contemplation, seriousness, focus, anxiety, sadness, melancholy, happiness]"
samplenew3_00111303,"[scolding, criticism, anger]"
samplenew3_00109245,"[anticipation, excitement, joy, carefreeness]"
samplenew3_00041912,"[confused, anxious, overwhelmed, dejected, lost]"
samplenew3_00012682,"[thoughtful, contemplative, reflective, self-evaluative, pressured, uncertain]"
samplenew3_00074612,"[excited, enthusiastic, passionate]"
samplenew3_00025456,"[tense, concerned, anxious]"
samplenew3_00111305,"[uneasy, discontent, dissatisfaction, irritation]"
samplenew3_00094784,"[excited, nervous, anxious, contentment, happiness]"
samplenew3_00041914,"[anger, frustration, anxiety]"
samplenew3_00094785,"[casual, indifferent]"
samplenew3_00012685,"[contentment, fondness, reflection, contemplation]"
samplenew3_00109284,"[anger, dissatisfaction, discontent]"
samplenew3_00041915,"[hopelessness, despondency, resignation]"
samplenew3_00058112,"[longing, sadness, pressure, urgency, passion]"
samplenew3_00041916,"[anxious, stressed]"
samplenew3_00111312,"[anxious, tense, under pressure, surprise, suspicion]"
samplenew3_00025460,[]
samplenew3_00058115,"[anger, frustration, tension, stress]"
samplenew3_00094793,"[appreciation, satisfaction]"
samplenew3_00109337,"[confused, anxious]"
samplenew3_00058117,"[neutral, relaxed]"
samplenew3_00025465,"[amusing, enjoyable, positive, playful, relaxed]"
samplenew3_00109359,"[disappointed, unhappy, troubled, pressured, concerned]"
samplenew3_00094797,"[fear, anxiety, overwhelmed, pressure]"
samplenew3_00074622,"[anger, frustration, resignation]"
samplenew3_00058119,"[anger, frustration]"
samplenew3_00094798,"[confused, despair, frustration]"
samplenew3_00074623,"[confused, bewildered, questioning, doubtful]"
samplenew3_00058120,"[frustrated, annoyed, confused, troubled]"
samplenew3_00012707,"[nervous, anxious, stressed, agitated, frustrated]"
samplenew3_00041923,"[calm, confident, mocking, lack of understanding, disagreement]"
samplenew3_00074624,"[passionate, determined]"
samplenew3_00109406,"[curious, confused, discontent]"
samplenew3_00109413,"[alert, tense, negative, warning, potential threat, danger, vigilance]"
samplenew3_00025475,"[frustration, anger, sadness]"
samplenew3_00041926,"[appreciative, agreeing, relaxed, contented]"
samplenew3_00012713,"[surprise, joy]"
samplenew3_00012715,"[positive, admiration, appreciation]"
samplenew3_00094808,"[pressure, confusion, possibly negative emotions]"
samplenew3_00012716,"[positive, enthusiastic, proactive, positive emotion]"
samplenew3_00111334,"[heavy, thoughtful, emotionally charged]"
samplenew3_00058125,"[fearful, anxious, tense, urgent, excited]"
samplenew3_00112710,"[relief, seeking support]"
samplenew3_00109469,"[humorous, exaggerated, positive]"
samplenew3_00025480,"[anger, hostility, threat, protection]"
samplenew3_00109471,"[despondency, despair, disappointment, frustration]"
samplenew3_00041932,"[urgency, importance, fear, anxiety, curiosity, contemplation, vulnerability]"
samplenew3_00111338,"[calm, rational, stable, peaceful]"
samplenew3_00094812,"[fear, anxiety, excitement, tension, self-compassion, resilience]"
samplenew3_00041934,"[praise, commendation, happiness, positive mood]"
samplenew3_00074633,"[enthusiastic, excited, confident, decisive]"
samplenew3_00109528,"[anger, frustration, despair, dissatisfaction, disappointment]"
samplenew3_00012726,"[encouraging, suggestive, positive]"
samplenew3_00111342,"[anger, dissatisfaction, worry, anxiety]"
samplenew3_00012727,"[urgent, tense, pressured]"
samplenew3_00012728,"[tense, anxious]"
samplenew3_00109532,"[anxiety, frustration, stress, dissatisfaction]"
samplenew3_00041936,"[surprise, confusion, fear, tension, combat, conflict]"
samplenew3_00025487,"[humor, self-deprecation, tension relief, confidence]"
samplenew3_00111345,"[disappointment, frustration, confusion, inability to accept, inability to resolve, concern, negative emotions]"
samplenew3_00094819,"[sadness, anger, frustration, helplessness, despair, encouragement, comfort]"
samplenew3_00109538,"[skepticism, confusion, uncertainty, stress, anxiety]"
samplenew3_00012729,"[concerned, uneasy, distrustful]"
samplenew3_00111348,"[content, happy, calm, reflective, confident]"
samplenew3_00012731,"[concerned, uneasy, worried, dissatisfied]"
samplenew3_00094823,"[excited, anticipation]"
samplenew3_00112739,"[disappointment, depression, stress, worry]"
samplenew3_00094826,"[worry, unease, anxiety, stress, frustration]"
samplenew3_00109559,"[calm, measured]"
samplenew3_00012735,"[concerned, worried, anxious, emotionally detached]"
samplenew3_00025491,"[excited, anticipating, reflective]"
samplenew3_00012738,"[energetic, lively, friendly, intimate, positive]"
samplenew3_00111357,"[tense, anxious]"
samplenew3_00041943,"[excited, enthusiastic, joyful, satisfied]"
samplenew3_00012739,"[admiring, appreciative, recognition, commendation]"
samplenew3_00094828,"[interested, willing, positive, joyful]"
samplenew3_00112730,[angry]
samplenew3_00109575,"[anger, disappointment]"
samplenew3_00094829,"[confused, disappointed, stressed, uncertain, regretful]"
samplenew3_00111363,"[discontent, puzzlement]"
samplenew3_00074644,"[concerned, uncertain, tense, anxious]"
samplenew3_00094831,"[anxious, worried]"
samplenew3_00111364,"[playful, humorous, lighthearted, positive]"
samplenew3_00041951,"[unhappy, angry, dissatisfaction, complaint, negative sentiment]"
samplenew3_00111365,[]
samplenew3_00094834,"[displeasure, dissatisfaction, indifference]"
samplenew3_00012749,"[uncertainty, confusion, depression, anger, frustration]"
samplenew3_00111367,"[disappointed, helpless, self-blame, despondency]"
samplenew3_00058145,"[calm, relaxed, virtuous, pure, compliment, praise, excitement, passion]"
samplenew3_00112758,"[stress, anxiety, effort, pressure, distress, dissatisfaction]"
samplenew3_00094838,"[concern, surprise, disappointment, tension, anxiety, sadness, despair]"
samplenew3_00012752,"[neutral, fear, anxiety, excitement]"
samplenew3_00025500,"[dissatisfaction, negativity, gloominess, emotional detachment, numbness]"
samplenew3_00111379,"[confidence, joy, contentment, excitement]"
samplenew3_00012754,"[distress, confusion, anxiety]"
samplenew3_00074650,"[fear, anxiety, intense determination, resolve]"
samplenew3_00094842,"[blame, criticism, dissatisfaction, negativity, complaint]"
samplenew3_00025501,"[concerned, warning, cautious]"
samplenew3_00074651,"[disappointment, frustration, anger]"
samplenew3_00012759,"[humorous, relaxed, satisfied]"
samplenew3_00094850,"[anger, frustration, dissatisfaction]"
samplenew3_00074654,"[urgency, haste]"
samplenew3_00112751,"[impatient, irritated, negative, pessimistic]"
samplenew3_00112768,"[depression, helplessness, negativity]"
samplenew3_00094853,"[teasing, joking, playful, lighthearted, cheerful]"
samplenew3_00111387,"[tense, concerned, worried]"
samplenew3_00094854,"[anger, frustration, confusion, disbelief]"
samplenew3_00012762,"[condescending, confrontational, negative assessment, mockery, worry, tension]"
samplenew3_00012766,"[anger, dissatisfaction]"
samplenew3_00109802,"[anxious, under pressure, tense, stressed, determination]"
samplenew3_00012767,"[disappointment, anger, sadness]"
samplenew3_00094860,"[excited, tense, contemplative, reflective, urgent, important]"
samplenew3_00041967,"[concern, worry, fear, anxiety, panic]"
samplenew3_00074660,"[humorous, exaggerated, cultural, traditional, lighthearted, confident, cheerful, fear, anxiety, stress]"
samplenew3_00111394,"[anger, sadness, anxiety, confusion, frustration]"
samplenew3_00112761,"[despair, depression, emotional exhaustion, hopelessness]"
samplenew3_00111401,"[anger, dissatisfaction, anxiety, tension]"
samplenew3_00109818,"[contentment, joy, excitement, enthusiasm, motivation]"
samplenew3_00074663,"[positive, excited, confident]"
samplenew3_00094866,"[regret, disappointment, self-reproach]"
samplenew3_00111403,[]
samplenew3_00041971,"[anger, frustration, distress]"
samplenew3_00025518,"[confused, dissatisfied, pressured]"
samplenew3_00094867,"[anxiety, fear, overwhelm]"
samplenew3_00111406,"[tense, stressed, overwhelmed, disappointment, confusion]"
samplenew3_00109905,"[frustrated, angry, annoyed, disappointment]"
samplenew3_00074665,"[encouraging, supportive, expectant]"
samplenew3_00041973,"[anger, anxiety]"
samplenew3_00094870,"[concern, anxiety]"
samplenew3_00041974,"[anxious, stressed, frustrated]"
samplenew3_00111410,"[nostalgic, positive, at ease, comfortable]"
samplenew3_00012783,"[discontent, irritability, dissatisfaction, anxiety, stress, overwhelm]"
samplenew3_00094871,"[amazement, appreciation, joy, surprise]"
samplenew3_00025523,"[unsettled, anxious, fearful]"
samplenew3_00094872,"[concern, anxiety]"
samplenew3_00025524,"[surprise, welcome]"
samplenew3_00109955,"[excited, energetic, positive]"
samplenew3_00012785,"[humorous, exaggerated, positive]"
samplenew3_00012787,"[stress, frustration, dissatisfaction, criticism]"
samplenew3_00058177,"[critical, negative, dissatisfaction, disagreement]"
samplenew3_00094880,"[worry, anxiety]"
samplenew3_00041983,"[disappointed, dissatisfied, critical, blaming, negative evaluation]"
samplenew3_00058179,"[concern, worry]"
samplenew3_00012792,"[serene, friendly, willing to help or care for others]"
samplenew3_00074679,"[anxiety, fear, doubt, teasing]"
samplenew3_00094882,"[optimistic, positive]"
samplenew3_00058183,"[serious, cautionary, negative]"
samplenew3_00111418,"[positive, cheerful, praise, commendation, anxious, tense, excitement, energy]"
samplenew3_00025536,"[calm, composed, downplaying severity]"
samplenew3_00074683,"[dissatisfaction, disappointment, frustration, exhaustion]"
samplenew3_00110049,"[angry, anxious, rebuke, warning, sorrowful, troubled]"
samplenew3_00111421,"[concern, self-blame, worry, apology]"
samplenew3_00058185,"[irony, mockery, doubt, disapproval, negative sentiment]"
samplenew3_00111423,"[anxiety, tension, uncertainty, hope, anticipation, satisfaction, happiness, amusement]"
samplenew3_00025540,"[dissatisfaction, suppression, misunderstanding, discontent]"
samplenew3_00111424,"[passionate, determined]"
samplenew3_00041990,"[helplessness, pressure, anxiety, stress]"
samplenew3_00110062,"[calm, focused]"
samplenew3_00025544,"[anger, tension, dissatisfaction]"
samplenew3_00012802,"[joyful, contented, positive experience, satisfaction]"
samplenew3_00074689,"[anger, frustration, surprise, skepticism]"
samplenew3_00012804,"[relief, relaxation]"
samplenew3_00041994,"[confused, frustrated]"
samplenew3_00012806,"[positive, peaceful, ironic, humorous]"
samplenew3_00058189,"[sadness, despair]"
samplenew3_00042001,"[angry, discontented]"
samplenew3_00074694,"[tense, anxious, uneasy, concerned]"
samplenew3_00025551,"[sadness, disappointment]"
samplenew3_00042003,"[anxiety, tension, overwhelmed]"
samplenew3_00094895,"[gratitude, joy, profound emotion]"
samplenew3_00074696,"[concerned, doubtful, worried, uneasy]"
samplenew3_00025557,"[praise, encouragement, happiness, excitement]"
samplenew3_00012814,"[admiring, respectful, high authority, status, solemn, contemplative]"
samplenew3_00012815,"[anger, frustration]"
samplenew3_00074697,"[admiration, praise, respect, familiarity, happiness, excitement, vitality]"
samplenew3_00012818,"[concern, inquiry, care, focus, understanding, support, sadness, distress]"
samplenew3_00112790,"[challenge, criticism, serious, tense, fear, anxiety]"
samplenew3_00111438,"[resolve, ambition, determination, motivation, confidence]"
samplenew3_00074698,"[grateful, appreciative, supportive, helpful]"
samplenew3_00058193,"[anger, frustration, urgency]"
samplenew3_00042012,"[excited, appreciative, positive]"
samplenew3_00110182,"[remorse, disappointment, guilt, sadness, introspection]"
samplenew3_00112828,"[desperation, helplessness]"
samplenew3_00111439,"[angry, negative]"
samplenew3_00110192,"[disappointment, sadness, concern]"
samplenew3_00012822,"[positive, joyful, excited]"
samplenew3_00094907,"[anxious, urgent, emergency, pressure]"
samplenew3_00110237,"[worry, unease]"
samplenew3_00012823,"[unhappy, dissatisfied, angry]"
samplenew3_00058196,"[negative, emotional suppression, contemplative, serious]"
samplenew3_00111442,"[confused, dissatisfied, angry]"
samplenew3_00025576,"[appreciation, satisfaction, happiness]"
samplenew3_00111443,"[distress, frustration, pressure, sadness, emotional vulnerability]"
samplenew3_00042019,"[friendly, upbeat, joyful, happy]"
samplenew3_00025578,"[tense, anxious]"
samplenew3_00110294,"[anger, disappointment]"
samplenew3_00012830,"[discontent, confusion, dissatisfaction]"
samplenew3_00058199,"[pessimistic, disappointment, dejection]"
samplenew3_00042023,"[urgency, significance, frustration, irritation, emphasis, determination]"
samplenew3_00094915,"[anger, dissatisfaction, worry, unease]"
samplenew3_00012834,"[anger, frustration, dissatisfaction, confusion, helplessness]"
samplenew3_00094916,"[tense, anxious, serious]"
samplenew3_00058202,"[tension, anxiety]"
samplenew3_00042028,"[tense, fearful, anxious]"
samplenew3_00012835,"[tension, fear, humor]"
samplenew3_00111450,"[anger, dissatisfaction]"
samplenew3_00110344,"[overwhelmed, troubled, at a loss, weighed down]"
samplenew3_00025588,"[doubtful, skeptical, dissatisfied, anxious, excited]"
samplenew3_00112838,"[strong, passionate, negative]"
samplenew3_00094919,"[confused, misunderstood, anxious, agitated]"
samplenew3_00012839,"[anger, frustration, disappointment, overwhelm, stress, aggression, defensiveness, dissatisfaction, blame]"
samplenew3_00110351,"[anger, sense of unfair treatment, unhappiness]"
samplenew3_00111454,"[disdain, indifference]"
samplenew3_00074717,"[serious, focused, urgent, important, affirmation, recognition]"
samplenew3_00111457,"[frustration, anger, impatience]"
samplenew3_00094921,"[blame, concern, surprise, sadness]"
samplenew3_00012842,"[anxious, tense, under pressure, dissatisfaction, blame, soothing]"
samplenew3_00112831,"[concerned, tense, overwhelmed]"
samplenew3_00112849,"[uncertainty, anxiety, pressure]"
samplenew3_00111460,"[discontent, anger]"
samplenew3_00058206,"[fear, anxiety, tension]"
samplenew3_00094923,"[serious, focused, anxious, responsible, protective]"
samplenew3_00094924,"[disappointment, dejection, frustration, anxiety, tension]"
samplenew3_00012847,"[curious, expectant, joyful, satisfied]"
samplenew3_00094925,[]
samplenew3_00042042,"[overwhelmed, under pressure, distressed, confused, helpless]"
samplenew3_00110486,"[serious, tense, concerned, urgent]"
samplenew3_00012849,"[serious, tense, warning]"
samplenew3_00012850,"[anxiety, stress, feeling overwhelmed, dissatisfaction, complaint]"
samplenew3_00111467,"[tense, uneasy, concerned]"
samplenew3_00074725,"[satisfaction, confidence, self-affirmation]"
samplenew3_00094929,"[tense, anxious]"
samplenew3_00111470,"[indifferent, apathetic]"
samplenew3_00094931,"[helplessness, confusion, overwhelmed, stressed]"
samplenew3_00058212,"[anger, frustration]"
samplenew3_00025605,"[concerned, anxious, distressed, sad, fearful]"
samplenew3_00074727,"[tense, anxious]"
samplenew3_00110603,"[enthusiastic, pride, confidence]"
samplenew3_00111472,"[anxious, tense, uncertain, reflective, contemplative]"
samplenew3_00094933,"[anxious, worried, excited, enthusiastic]"
samplenew3_00094936,"[playful, joyful, positive]"
samplenew3_00012857,"[enthusiastic, passionate, curious, excited]"
samplenew3_00074729,"[anger, dissatisfaction]"
samplenew3_00094937,"[blame, dissatisfaction, disapproval, cool, composed]"
samplenew3_00042051,"[concerned, worried, tense]"
samplenew3_00111479,"[gratitude, respect, sorrow, despair]"
samplenew3_00025612,"[anger, frustration]"
samplenew3_00111482,"[weary, dejected, positive mood]"
samplenew3_00094941,"[anxiety, concern]"
samplenew3_00111483,"[angry, dissatisfied]"
samplenew3_00042056,"[unhappy, confusion, frustration]"
samplenew3_00012862,"[confused, anxious, frustrated, agitated]"
samplenew3_00074735,"[confidence, authority, positive, supportive]"
samplenew3_00025615,"[tranquility, contentment, happiness, joy, satisfaction]"
samplenew3_00042057,"[concern, warning, worry]"
samplenew3_00111487,"[neutral, concerned, thoughtful]"
samplenew3_00042058,"[aggressive, mocking, gloomy]"
samplenew3_00110683,"[questioning, negation, contrasting, calm, reflection, doubt, urgency, despair, overwhelmed, pressure]"
samplenew3_00025617,"[helplessness, frustration, anxiety, stress]"
samplenew3_00112860,"[sarcastic, mocking, negative]"
samplenew3_00112879,"[questioning, worry, teasing, disdain]"
samplenew3_00012872,"[tension, concern]"
samplenew3_00025620,"[discontent, dissatisfaction, impatience]"
samplenew3_00042063,"[anxiety, worry, stress, remorse, self-criticism]"
samplenew3_00094951,"[excitement, anxiety]"
samplenew3_00012876,"[anger, frustration, intense urgency]"
samplenew3_00094953,[]
samplenew3_00025625,"[neutral, objective]"
samplenew3_00042067,"[confused, frustrated]"
samplenew3_00074741,"[interested, engaged, knowledgeable, sad, reflective]"
samplenew3_00012877,"[reminiscence, sharing, excitement, anticipation, sadness, melancholy, curiosity, confusion, discomfort]"
samplenew3_00094954,"[impatience, indifference]"
samplenew3_00058227,"[joyful, humorous, ironic, mocking, carefree]"
samplenew3_00094955,"[anger, frustration, blame, dissatisfaction]"
samplenew3_00074742,"[serious, important, bored, disinterested]"
samplenew3_00042069,"[positive, optimistic, casual]"
samplenew3_00074743,"[positive, confident]"
samplenew3_00094957,"[anxiety, tension, sadness, disappointment]"
samplenew3_00012885,"[calm, firm, pressure, anxiety]"
samplenew3_00111502,"[angry, dissatisfied]"
samplenew3_00110834,[]
samplenew3_00074746,"[disappointment, dissatisfaction, annoyance, emotional distress]"
samplenew3_00012890,"[confused, helpless, misunderstanding]"
samplenew3_00111504,"[resentment, dissatisfaction, anger, unhappiness]"
samplenew3_00025637,"[helplessness, powerlessness, anxiety, stress]"
samplenew3_00094965,"[concern, distrust, suspicion, dissatisfaction]"
samplenew3_00074748,"[excited, joyful, positive]"
samplenew3_00042078,"[confident, tense]"
samplenew3_00094967,"[concern, anxiety]"
samplenew3_00110966,"[light-hearted, humorous, tense, dissatisfaction, provocation]"
samplenew3_00012898,"[mockery, challenge, solemn, thoughtful]"
samplenew3_00042080,"[anxiety, unease, discomfort, pain, curiosity, anticipation]"
samplenew3_00012900,[]
samplenew3_00110975,"[negative, worry, concern, nervousness, anxiety]"
samplenew3_00025642,"[anticipation, excitement, anxiety]"
samplenew3_00012905,"[anger/frustration, irony, confidence]"
samplenew3_00025643,"[anger, disappointment]"
samplenew3_00012909,"[anger, dissatisfaction]"
samplenew3_00058240,"[threatened, fearful, angry]"
samplenew3_00111515,"[apathetic, indifferent]"
samplenew3_00094978,"[positive, enthusiastic, confident, satisfied]"
samplenew3_00012911,"[anger, frustration, resentment]"
samplenew3_00074757,"[confused, puzzled]"
samplenew3_00111516,"[neutral, detached]"
samplenew3_00042085,"[light-hearted, humorous, playful, teasing, positive]"
samplenew3_00112901,"[tense, anxious, negative]"
samplenew3_00025647,"[appreciative, approving, affirmative, positive]"
samplenew3_00111518,"[neutral, gentle]"
samplenew3_00111063,"[helplessness, despair, sadness]"
samplenew3_00074760,"[concern, dissatisfaction, frustration, disbelief]"
samplenew3_00111519,"[tension, excitement]"
samplenew3_00111081,"[angry, frustrated, anxious, pressured, skeptical, dissatisfied]"
samplenew3_00042090,"[surprised, tense]"
samplenew3_00112910,"[positive, optimistic, confident, stressed, frustrated, irritable]"
samplenew3_00025652,"[calm, satisfied, bored, anxious, stressed]"
samplenew3_00074762,"[confidence, self-assurance]"
samplenew3_00111093,"[angry, discontented, unhappy, hurt]"
samplenew3_00058247,"[anxiety, worry, anger]"
samplenew3_00094986,"[guilt, remorse, anxiety, tension]"
samplenew3_00111522,"[irony, sarcasm]"
samplenew3_00042093,"[excited, satisfied, positive]"
samplenew3_00111121,"[concerned, stressed]"
samplenew3_00111133,"[contentment, joy, satisfaction]"
samplenew3_00042094,"[loneliness, detachment, indifference]"
samplenew3_00111526,"[tense, fearful, stressed]"
samplenew3_00012927,"[anger, frustration]"
samplenew3_00042095,"[tense, anxious, anger, frustration, anxiety, tension]"
samplenew3_00111530,"[relaxed, humorous, self-deprecating, positive]"
samplenew3_00012931,"[sadness, sorrow, emotional distress, pain, negative emotions, gloominess, resignation, dissatisfaction, disappointment]"
samplenew3_00042096,"[indifferent, detached, concerned]"
samplenew3_00042097,"[concern, anxiety, disappointment, unhappiness, worry]"
samplenew3_00112921,"[helplessness, dissatisfaction, anger]"
samplenew3_00112939,"[anxiety, concern]"
samplenew3_00111209,[]
samplenew3_00074771,"[concern, apprehension, stress]"
samplenew3_00111210,"[anger, dissatisfaction, irritation, despondency]"
samplenew3_00095002,"[supportive, encouraging, positive, hopeful]"
samplenew3_00111226,"[confidence, authority, determination, control, stability, contentment]"
samplenew3_00012942,"[doubt, concern, worry, anxiety, frustration, anger]"
samplenew3_00012944,"[sadness, emotional fragility]"
samplenew3_00025669,"[joy, appreciation]"
samplenew3_00042102,"[anxious, tense, excited]"
samplenew3_00025671,"[helplessness, concern, fear, anxiety, stress]"
samplenew3_00111546,"[anticipation, longing, patience, determination]"
samplenew3_00012947,"[anger, frustration]"
samplenew3_00095017,"[appreciation, admiration, positive, confident]"
